path,bytes,sha256,git_status,proposed_class,referencing_tracked_files,drive_live_verified
"marketing/seo/ahrefs/starter-2026-07-16/j32-catch-up-2026-08-16.md","6000","894575a797e03a4a3f689420b2d5a98ff5736505f8f216ece297ab13e9032826","tracked","ARCHIVE_CANDIDATE","1","NO"
"marketing/seo/ahrefs/starter-2026-07-16/j34-execution-2026-08-18.md","4268","b70d76d01db65b342a314802bc2ffa84f0e6b1f95b9f2e4cba7fad5eb1cff38a","tracked","ARCHIVE_CANDIDATE","1","NO"
"marketing/seo/ahrefs/starter-2026-07-16/j35-exact-query-matching-2026-08-18.md","6329","b1b28fcbbe1964bdf76ab0e168399f397daa19bfb3e34b8c334070f12f7ec661","tracked","ARCHIVE_CANDIDATE","1","NO"
"marketing/seo/ahrefs/starter-2026-07-16/j36-bread-implementation-brief-2026-08-20.md","3055","4ea928718b1a33cab05d5040760887822ec1ab53232926dcf7d076629dfd6850","tracked","ARCHIVE_CANDIDATE","1","NO"
"marketing/seo/ahrefs/starter-2026-07-16/j36-execution-2026-08-20.md","7349","a90057c9b5d5513848c144318e9cb40d68fd9caf11b1d6f2595e814a9cb105a0","tracked","ARCHIVE_CANDIDATE","2","NO"
"marketing/seo/ahrefs/starter-2026-07-16/j36-plan-2026-08-20.md","6403","e6ea2ec42c447b1023d3350be6ca5b7d40f421e719deecbb9a8f832309f9d665","tracked","ARCHIVE_CANDIDATE","1","NO"
"marketing/seo/ahrefs/starter-2026-07-16/j37-execution-2026-08-21.md","8841","66f6cc9a32f20ebaa1e30af015fed21a846013e68970b6b2ddff4576a5f7419e","tracked","ARCHIVE_CANDIDATE","2","NO"
"marketing/seo/ahrefs/starter-2026-07-16/j37-plan-2026-08-21.md","7809","99636bb72ed1957d7fa2242aa0a248f4eb9402a2433470514e337a8c0f4dab8a","tracked","ARCHIVE_CANDIDATE","1","NO"
"marketing/seo/ahrefs/starter-2026-07-16/j38-execution-2026-08-22.md","8574","d37bf131664b6a02c411b927b907590d96e0e5d795ad987b9bea2f60e16699f6","tracked","ARCHIVE_CANDIDATE","2","NO"
"marketing/seo/ahrefs/starter-2026-07-16/j38-plan-2026-08-22.md","13147","fa4577bb01fdcb05896d69842b96e22cb18760d1d17f85b07e070d03abecfb3d","tracked","ARCHIVE_CANDIDATE","1","NO"
"marketing/seo/ahrefs/starter-2026-07-16/j39-p0-p1-execution-2026-08-23.md","3100","58350188b5b11677bfcd1172908c6e31555228e3536ede1fb1a2476ff7642f29","tracked","ARCHIVE_CANDIDATE","1","NO"
"marketing/seo/ahrefs/starter-2026-07-16/j40-execution-2026-08-24.md","6055","414cd062bb1d6180dccae17b93526f53980ff1467106259854a86aea5aabc7bb","tracked","RECENT","1","NO"
"marketing/seo/ahrefs/starter-2026-07-16/j41-precognitive-evidence-refresh-2026-08-25.md","5178","e580fab22da13599d2d6ec2794cee5e68f837767a32c4d810aaddd71de08d486","tracked","RECENT","1","NO"
"marketing/seo/ahrefs/starter-2026-07-16/j42-flying-dreams-evidence-refresh-2026-08-26.md","5737","bfd1e68e4f81e379bf1a55a6fa62941688d35b7af4089494669084ccc486706c","tracked","RECENT","1","NO"
"marketing/seo/ahrefs/starter-2026-07-16/j43-ocean-owner-alignment-2026-08-27.md","4203","fcaf29af218cb9a15132f4c927cf262843642bfb8e0bb12262e9aaaf6430c344","tracked","RECENT","1","NO"
"marketing/seo/ahrefs/starter-2026-07-16/j44-fire-owner-alignment-2026-08-28.md","5270","9317e6cb13f3029cf4cfa0a50d26c94be5c81705d183eca229369d6de897af31","tracked","RECENT","1","NO"
"marketing/seo/ahrefs/starter-2026-07-16/j45-coccodrilli-ahrefs-2026-08-29.md","6600","b7505262faea7dec2bb1bdb722365a1d579b67575e06cc2b6809e939ddfcbe40","untracked","WIP","1","NO"
"marketing/seo/ahrefs/starter-2026-07-16/j45-plan-2026-08-29.md","8602","f1c74534ac90678e569a455f605f6b9c654857877af12ec229e85948cd7ba884","untracked","WIP","0","NO"
"marketing/seo/ahrefs/starter-2026-07-16/j46-ahrefs-micro-gate-2026-09-01.md","3420","c9c6ed1f32df314ca6a745579c8c67816f6677d2790b3712d9e7af03999992a3","tracked","RECENT","3","NO"
"marketing/seo/ahrefs/starter-2026-07-16/j46-implementation-review-2026-08-30.md","4573","19ca827c412d211cc5ee37f7076f11f2f478a82b02dbaf0f57a39f89e31b2ddf","tracked","RECENT","2","NO"
"marketing/seo/ahrefs/starter-2026-07-16/j46-plan-2026-08-30.md","8241","f407d1c6fc2bddb5b1ad7a5e95ce5be2ef037e1416eeaf706c32d7cc45141174","tracked","RECENT","1","NO"
"marketing/seo/ahrefs/starter-2026-07-16/j46-two-seo-article-briefs-2026-08-30.md","8589","efd4dad3866858a1cadc74a833906709021b142a193d36ddc08a7cd117e99f8d","tracked","RECENT","1","NO"
"marketing/seo/ahrefs/starter-2026-07-16/j47-gsc-symbol-ownership-2026-09-01.csv","1931","6cafa35bc9ec3eae447a52420e08ee557a29239261828e15db4d82e5188bbefd","untracked","WIP","0","NO"
"marketing/seo/ahrefs/starter-2026-07-16/j47-gsc-symbol-ownership-2026-09-01.md","3263","625b694c9f0e224013268fe4b8b9a435a01c7ea4778c769fc48a65fefb4b6175","untracked","WIP","1","NO"
"marketing/seo/ahrefs/starter-2026-07-16/j47-j49-plan-2026-09-01.md","9967","bba11e4003fd99b6cb552de6df10e88c6b8c18d4dadad2a9fdc1c5c07fcf4044","modified","WIP","0","NO"
"marketing/seo/ahrefs/starter-2026-07-16/j47-stress-dreams-work-local-2026-09-01.md","3391","bffa87fb1d6a1af3bc935c96ba67f93c369db884dfea7ac11f2ea225f9df615d","tracked","RECENT","1","NO"
"marketing/seo/ahrefs/starter-2026-07-16/j48-evergreen-bread-ticks-contracts-2026-09-02.md","18125","1d6f3a7832ad2809f756257f65e135336afec61615129f069b6cc17e428a02fe","untracked","WIP","1","NO"
"marketing/seo/ahrefs/starter-2026-07-16/j48-krokodil-metadata-brief-2026-09-02.md","1962","7d2098474273fce5d48c7283331a7dd189eab0eca0c119a819a5de8537be858c","untracked","WIP","0","NO"
"marketing/seo/ahrefs/starter-2026-07-16/j49-five-locale-final-gate-2026-09-03.md","3882","45d1dbb23b6b2cf02f6d146c257877e1ac7bb3d626acb774877a9ba12e6e4072","untracked","WIP","1","NO"
"marketing/seo/ahrefs/starter-2026-07-16/j50-hospital-local-validation-2026-09-04.md","2078","667d1267e45f74fdd9e09cd94e9b75bb6c857c6bdec515af4cbd4acc27bb8cd6","untracked","WIP","0","NO"
"marketing/seo/ahrefs/starter-2026-07-16/j50-plan-2026-09-04.md","8141","ea6561469a6a30fa7d5c61ea5c83b9796e7f17e8ff9600c48978dbdd2858a7ab","untracked","WIP","0","NO"
"marketing/seo/ahrefs/starter-2026-07-16/rank-tracker-portfolio-50-2026-07-16.csv","7920","dea5af002e60dfa4d3d0f2f0d6bb06c887049830235da00ceb4255e26d60d0fc","tracked","REVIEW","2","NO"
"marketing/seo/ahrefs/starter-2026-07-16/rank-tracker-target-map-2026-08-01.csv","2649","d5ccd8934628c7040804572a0ee38e89a2ad84771545af6e67267031907a7b74","tracked","REVIEW","2","NO"
"marketing/seo/authority-action-pack-2026-07-10.md","9755","53e0fdb65db0e991831cb9a3e3b56e7649de56a375df8e96a5f1c7f0fe5b23b7","tracked","REVIEW","0","NO"
"marketing/seo/backlink-approval-batch-d1-d2-2026-08-09.md","2770","6198d866dcc077da6d4d4edc3fd37ef0b31e7ae45c69b12acfaf5813a7f55d04","tracked","REFERENCE","1","NO"
"marketing/seo/backlink-authorization-pack-d11-2026-08-14.md","4276","903ebc990a6620f247a9c0c3f85f6571b068770f09952c9a4c6a1d20addfbc01","tracked","REFERENCE","3","NO"
"marketing/seo/backlink-authorization-pack-d12-2026-08-14.md","3138","833bbd2050c799f05a18ec5483d2c7964e0a0f5b1612f92e59a5dd9231ea7d20","tracked","REFERENCE","3","NO"
"marketing/seo/backlink-authorization-pack-d13-2026-08-14.md","3229","9c29044e630c843153b1d7a9b7ff69aef2ea977a34453abcce2e1614a4715e7f","tracked","REFERENCE","2","NO"
"marketing/seo/backlink-authorization-pack-d14-2026-08-14.md","3165","d223c50cc38407d41d8c56f1d6eb2a775caa570ec04df2fceb6c1d50a6e90bba","tracked","REFERENCE","1","NO"
"marketing/seo/backlink-authorization-pack-d15-d16-2026-08-14.md","3403","a24b3a4b5f2438f1e23b22ea9d7d501a009ecf2de0bf7a0d7a155df304032d43","tracked","REFERENCE","1","NO"
"marketing/seo/backlink-authorization-pack-d17-2026-08-14.md","2380","af48b6e97676b8191cb78809bddf86baf3813b07fb30a87efc39a7811e51924d","tracked","REFERENCE","1","NO"
"marketing/seo/backlink-authorization-pack-d2-d5-2026-08-13.md","3003","1a65a4116f7fec129328c0359d56f46318379a5c33d66ddda7b17e20df902cc7","tracked","REFERENCE","0","NO"
"marketing/seo/backlink-authorization-pack-d7-2026-08-13.md","5144","062e3db1d8a2ba439c9572aea48a5d1b90fb2e7ccaabf9643edefdb685d72a86","tracked","REFERENCE","2","NO"
"marketing/seo/backlink-dealroom-simone-ready-2026-08-10.md","4603","31cb59970e4f10f3e467fb62c3c1af68c1e51164ae48882c133ba96ea4ae943a","tracked","REVIEW","2","NO"
"marketing/seo/backlink-dr-followup-wave-37-2026-08-10.md","7492","e2a910283d1089c4baf74ded5b16a82be5289587deccf7673ad258b0fa3acbd0","tracked","REVIEW","2","NO"
"marketing/seo/backlink-dr-priority-refresh-2026-08-09.md","3511","88b674a2b6deacbbe308278aca6cd6e948124f2685e2a287700bb1fa48620fc5","tracked","REVIEW","2","NO"
"marketing/seo/backlink-execution-decision-board-2026-08-09.md","67254","cc60c22557d82b65926b7723894a566aa9e1cf1c444a4545f6089130b317cddc","tracked","ARCHIVE_CANDIDATE","1","NO"
"marketing/seo/backlink-follow-up-stop-check-2026-08-09.md","12884","5ca031eb2464f866eaee71c4b2fad5c34dac54582b8d2be15e055d5382259d5a","tracked","ARCHIVE_CANDIDATE","5","NO"
"marketing/seo/backlink-follow-up-wave-1-2026-08-05.md","7084","98351fea699cae6520fc5ee1dd73cd628664c352640b18549c09ddd2aae0d043","tracked","REVIEW","2","NO"
"marketing/seo/backlink-follow-up-wave-2-2026-08-08.md","7358","455714300d302827495627b32532cc385ca46dd59f436b3c23b30e8466fedde0","tracked","REVIEW","1","NO"
"marketing/seo/backlink-follow-up-wave-3-2026-08-09.md","1963","81d4ae7edea70e6851920f80caf75372324df19c6ea12a6011f8ef990b715192","tracked","REVIEW","1","NO"
"marketing/seo/backlink-follow-up-wave-4-2026-08-09.md","1724","60ccca47328607da902d1f17ca6d12f2f87fd4d088e9d64427e1c382b2d19fe7","tracked","REVIEW","1","NO"
"marketing/seo/backlink-follow-up-wave-5-2026-08-09.md","3007","0d935c1bf566b98873a27a629bc522406135b2ff5c1f63b778efced77aa9198c","tracked","REVIEW","2","NO"
"marketing/seo/backlink-follow-up-zimbra-ready-2026-08-09.md","12296","1e06bcb15d04bc25d9be7df2cd5b5d82b4ae8f202486486d62047af08128d71d","tracked","REVIEW","2","NO"
"marketing/seo/backlink-german-editorial-ready-2026-08-10.md","4477","1de20e5537bb42254b4f0a19149c5ec146e100a4621771bae5770619a11b98db","tracked","REVIEW","3","NO"
"marketing/seo/backlink-linkable-asset-refresh-2026-08-10.md","2204","c2d6fe7287ef0129163bd381ac7b9ea40b74f23d2171af453580d8efc82d98fe","tracked","REVIEW","1","NO"
"marketing/seo/backlink-measurement-check-2026-08-03-1415.md","1294","d6b5893b79e13769f996b8c077ef16947fb3353f6f196b7642a7235f025a6530","tracked","ARCHIVE_CANDIDATE","0","NO"
"marketing/seo/backlink-measurement-check-2026-08-03-2112.md","1507","29f50145c87cb32c5b406ace514b163e03b73c18bf1c66c8e15ec72a4ae218d6","tracked","ARCHIVE_CANDIDATE","0","NO"
"marketing/seo/backlink-measurement-check-2026-08-03-2150.md","2167","a88614f35680290d10bdb22b91bb853dc18b24467da1fad119b1581ca8e62d72","tracked","ARCHIVE_CANDIDATE","0","NO"
"marketing/seo/backlink-measurement-check-2026-08-03-2212.md","2291","848a55d02bf3c65efd0c574d4e3bfb00aac69dc301a40bade139e87a864197b2","tracked","ARCHIVE_CANDIDATE","0","NO"
"marketing/seo/backlink-measurement-check-2026-08-03-2355.md","2616","c4a9d18f4131a0c513d23b6c448603ea85337c336db63078e7ca1d6682e7ae1b","tracked","ARCHIVE_CANDIDATE","0","NO"
"marketing/seo/backlink-measurement-check-2026-08-04-1650.md","1671","0f9586ec02e281d703f828de729be7f68bd1b64309c10b7e02ce943c0ec183be","tracked","ARCHIVE_CANDIDATE","1","NO"
"marketing/seo/backlink-measurement-check-2026-08-04-1721.md","854","6929b00764a8776ed4322e9fd87503b0056f6468b96fe9e4d5655d2bab93b3a3","tracked","ARCHIVE_CANDIDATE","1","NO"
"marketing/seo/backlink-measurement-check-2026-08-04-1822.md","1037","a92e333a3adca0892d098d23bb93ae5e46db6f4ac9ddd0ccbbae58a4ae671d50","tracked","ARCHIVE_CANDIDATE","1","NO"
"marketing/seo/backlink-measurement-check-2026-08-09-1512.md","2475","7992c5e6a0aed5a2082ea15f89fc233c239d47d51b3cb393d7f083676d27b7fe","tracked","ARCHIVE_CANDIDATE","1","NO"
"marketing/seo/backlink-measurement-check-2026-08-09-1558.md","2195","9b7197e4f763f353a239051d65243b95891d2185036613ef12019424f7fb11e4","tracked","ARCHIVE_CANDIDATE","2","NO"
"marketing/seo/backlink-measurement-check-2026-08-10-0019.md","3679","fdcc28825cf6025c6ad7accfa3929293ad851c0a252cb9b7a99c2e3422aa5df3","tracked","ARCHIVE_CANDIDATE","0","NO"
"marketing/seo/backlink-measurement-check-2026-08-10-0233.md","3270","adad93c1371d34779692a240e5638ab87c303e651d2bc02844c6d6b63c2569a0","tracked","ARCHIVE_CANDIDATE","2","NO"
"marketing/seo/backlink-measurement-check-2026-08-10-2230.md","2248","f7589307cd2991b8bf975b2977e0367db3c302de479d9859a072a8e38253e04c","tracked","ARCHIVE_CANDIDATE","1","NO"
"marketing/seo/backlink-measurement-check-2026-08-10-2251.md","1490","5d4f28133e7eba309bb70fe98ae0c02f7e627b7e8b05a53ac2fd20b0bc2de662","tracked","ARCHIVE_CANDIDATE","1","NO"
"marketing/seo/backlink-measurement-check-2026-08-13-0049.md","2982","fc210cff50b37d5a886f36c157fab92ab25e0de7d38369db23a742b721ab6e31","tracked","ARCHIVE_CANDIDATE","2","NO"
"marketing/seo/backlink-measurement-check-2026-08-14-0409.md","3843","80f65c27f4743fcb55e66dca99b2789c637ef369af503093d4131cea04d2ed5c","tracked","ARCHIVE_CANDIDATE","3","NO"
