PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Title patch,Title patch status,SERP title,Is page title used in SERP,Top keyword,Top keyword country,Top keyword position
42,https://noctalia.app/fr/symboles/mer,Rêver de Mer / Océan : signification | Noctalia,text/html; charset=utf-8,false,200,0,,,Rêver de Mer / Océan : signification - Noctalia,false,rever ocean,FR,8
42,https://noctalia.app/es/blog/suenos-de-muerte,"Soñar con muerte: significado emocional, cambio y duelo | Noctalia",text/html; charset=utf-8,false,200,0,,,¿Qué significa soñar con la muerte? 8 interpretaciones,false,soñar con enterarse de una muerte,ES,7
42,https://noctalia.app/es/blog/guia-paralisis-sueno,"Parálisis del Sueño: Causas, Síntomas y Soluciones | Noctalia",text/html; charset=utf-8,false,200,0,,,"Parálisis del Sueño: Causas, Síntomas y Soluciones",false,paralisis del sueño,CL,50
42,https://noctalia.app/es/blog/suenos-ser-perseguido,Sueños de Persecución: Significado Psicológico | Noctalia,text/html; charset=utf-8,false,200,0,,,Sueños de Persecución: Significado Psicológico - Noctalia,false,soñar con perseguir a alguien,ES,4
42,https://noctalia.app/fr/blog/reves-dents-qui-tombent,Dents qui tombent en rêve : 7 significations cachées | Noctalia,text/html; charset=utf-8,false,200,0,,,Dents qui tombent en rêve : 7 significations cachées - Noctalia,false,rever que ses dents s'effritent,FR,11
42,https://noctalia.app/fr/symboles/voiture,Rêver de Voiture : signification | Noctalia,text/html; charset=utf-8,false,200,0,,,Rêver de Voiture : signification - Noctalia,false,rever de voiture,FR,36
42,https://noctalia.app/es/simbolos/escaleras,Soñar con Escaleras: significado | Noctalia,text/html; charset=utf-8,false,200,1,,,Soñar con Escaleras: significado - Noctalia,false,que significa soñar con escaleras,VE,7
42,https://noctalia.app/es/simbolos/lluvia,Soñar con Lluvia: significado | Noctalia,text/html; charset=utf-8,false,200,0,,,Soñar con Lluvia: significado - Noctalia,false,soñar con lluvia suave,ES,9
42,https://noctalia.app/it/simboli/casa,Sognare Casa: significato | Noctalia,text/html; charset=utf-8,false,200,0,,,Sognare Casa: significato - Simboli - Noctalia,false,sognare casa infanzia,IT,12
42,https://noctalia.app/fr/symboles/poursuite,Rêver de Poursuite : signification | Noctalia,text/html; charset=utf-8,false,200,0,,,Rêver de Poursuite : signification - Noctalia,false,rever qu'on se fait poursuivre,FR,7
42,https://noctalia.app/de/traumsymbole/tuer,Traumbedeutung Tür | Noctalia,text/html; charset=utf-8,false,200,0,,,Traumbedeutung Tür - Noctalia,false,traumdeutung tür abschließen,DE,11
42,https://noctalia.app/fr/blog/reves-eau,"Rêves d'eau : noyade, océan et inondation décryptés | Noctalia",text/html; charset=utf-8,false,200,0,,,"Rêves d'eau : noyade, océan et inondation décryptés - Noctalia",false,rever d'inondation d'eau sale,FR,9
42,https://noctalia.app/es/simbolos/inundacion,Soñar con inundaciones y agua que se desborda: significado | Noctalia,text/html; charset=utf-8,false,200,1,,,Soñar con Inundación: significado - Noctalia,false,que significa soñar con inundacion,EC,10
42,https://noctalia.app/es/simbolos/escuela,Soñar con Escuela: significado | Noctalia,text/html; charset=utf-8,false,200,1,,,Soñar con Escuela: significado - Noctalia,false,que significa soñar con una escuela,MX,10
42,https://noctalia.app/en/blog/precognitive-dreams-science,"Precognitive dreams, confirmation bias and coincidence | Noctalia",text/html; charset=utf-8,false,200,0,,,"Precognitive Dreams: Science, Statistics & Bias - Noctalia",false,precognitive dreams,US,39
42,https://noctalia.app/it/simboli/foresta,Sognare Foresta: significato | Noctalia,text/html; charset=utf-8,false,200,0,,,Sognare Foresta: significato - Noctalia,false,sognare un bosco,IT,11
20,https://noctalia.app/de/blog/traeume-von-schlangen-wovor-ihr-unterbewusstsein-sie-wirklich-warnt,Schlangenträume: Verborgene Warnungen entschlüsselt | Noctalia,text/html; charset=utf-8,false,200,0,,,Träume über Schlangen: Wovor Ihr Unterbewusstsein Sie ... - Noctalia,false,schlange unterbewusstsein,AT,4
